,bank,card,act
1577,{},{},{'電影': 8}
1578,{},{},"{'國外': 1, '旅遊': 1}"
1579,{},{},{'保費': 4}
1580,"{'永豐': 1, '中國信託': 2, '台新': 2, '玉山': 2, '國泰世華': 2}",{},{}
1581,{},{},{'出國': 1}
1582,{},{},"{'旅行': 5, '電影': 10, '機票': 1}"
1583,{},{},{}
1584,{},{},"{'運動': 7, '跑步': 3, '健身房': 1}"
1585,"{'永豐': 1, '中國信託': 2, '台新': 2, '玉山': 2, '國泰世華': 2}",{},{}
1586,{'國泰世華': 3},{},{}
1587,"{'台新': 5, '玉山': 4, 'Richart': 2, '兆豐': 2, '中信': 1}",{'Pi': 9},{'國外': 3}
1588,{},{},"{'電影': 18, '保費': 4}"
1589,"{'中國信託': 1, '國泰世華': 1, '台新': 1}",{},{}
1590,{'玉山': 2},{},{'電影': 1}
1591,"{'Richart': 12, 'richart': 2, '台新': 1}",{'gogo': 2},{}
1592,{'台新': 1},{},"{'機票': 27, '旅行': 1, '國外': 1, '出國': 5, '保險': 2, '旅遊': 1, '旅平險': 1, '機場': 2}"
1593,{},{},{}
1594,"{'兆豐': 1, '永豐': 1, '國泰世華': 1, '玉山': 1, '中國信託': 1, '台新': 3}",{},"{'出國': 18, '旅遊': 17, '機票': 23, '旅行': 3, '飯店': 7, '旅平險': 1, '保險': 1, '保費': 1, '機場': 20, '國外': 2}"
1595,{},{},{}
1596,{},{},"{'海外': 1, '出國': 1, '旅遊': 1, '國外': 1}"
1597,{},{},{'電影': 1}
1598,"{'兆豐': 31, '玉山': 31, '國泰世華': 28, '中國信託': 32, '台新': 30, '永豐': 14}",{},{'出國': 1}
1599,{},{},{'旅行': 3}
1600,"{'台新': 29, '兆豐': 30, '永豐': 13, '國泰世華': 26, '玉山': 29, '中國信託': 27}",{},{'出國': 1}
1601,{'玉山': 11},"{'Pi': 2, 'ubear': 1}","{'旅遊': 1, '國外': 2, '電影': 3, '威秀': 2, '國賓': 2}"
1602,{},{},{}
1603,"{'中國信託': 1, '國泰世華': 1, '台新': 1}",{},{'電影': 2}
1604,{},{},{}
1605,{},{},{}
1606,{},{},{}
1607,{},{},"{'加油': 17, '中油': 2, '國外': 1}"
1608,"{'中信': 3, '國泰': 1, '永豐': 2}",{},"{'國外': 1, '海外': 1, '保險': 1}"
1609,"{'中國信託': 1, '國泰世華': 1, '台新': 1}",{},{'旅行': 2}
1610,{},{},{'加油': 1}
1611,"{'中國信託': 1, '國泰世華': 1, '台新': 1}",{},{}
1612,{},{},"{'海外': 1, '出國': 1, '旅遊': 1, '國外': 1}"
1613,{},{},{}
1614,"{'中國信託': 1, '國泰世華': 1, '台新': 1}",{},{'運動': 1}
1615,{},{},{}
1616,{},{},{}
1617,{},{},"{'出國': 2, '國外': 2, '海外': 2}"
1618,{},{},{}
1619,{},{},"{'國外': 1, '機場': 2, '旅遊': 1, '旅行': 1}"
1620,{'玉山': 4},{'Pi': 4},{}
1621,{},{},{}
1622,"{'國泰世華': 10, 'KOKO': 17, '國泰': 1}",{},{'國賓': 1}
1623,{},{},{}
1624,"{'兆豐': 31, '玉山': 30, '國泰世華': 28, '中國信託': 32, '台新': 30, '永豐': 14}",{},{'出國': 1}
1625,"{'中國信託': 1, '國泰世華': 1, '台新': 1}",{},{}
1626,{'玉山': 3},{'PI': 3},{}
1627,{},{},{}
1628,{},{},{}
1629,"{'中國信託': 3, '永豐': 2, '兆豐': 3, '國泰世華': 2}",{},{}
1630,{},{},"{'飯店': 9, '機場': 1, '旅行': 4, '電影': 1}"
1631,{},{},{}
1632,"{'台新': 6, '中國信託': 1, '永豐': 4, '玉山': 6, '兆豐': 3, '國泰世華': 5, '國泰': 3}",{},"{'國外': 1, '飯店': 1, '旅遊': 1, '機場': 14, '海外': 6, '出國': 1}"
1633,{},{},"{'旅行': 1, '國外': 1, '機票': 2, '旅遊': 1, '出國': 1, '海外': 2, '加油': 3}"
1634,{},{},"{'海外': 16, '國外': 5, '出國': 1, '旅遊': 1}"
1635,{},{},{'飯店': 6}
1636,{'中國信託': 1},{},"{'機票': 16, '保費': 4, '機場': 5, '出國': 4, '保險': 1, '旅遊': 2, '加油': 1}"
1637,"{'台新': 1, '中國信託': 2, '兆豐': 1}",{},{}
1638,{},{},"{'旅遊': 2, '旅行': 1, '國外': 1, '機票': 2, '出國': 1}"
1639,{},{},{'出國': 1}
1640,{},{},{}
1641,{},{},{}
1642,{},{},{}
1643,{},{},{}
1644,{},{},"{'旅遊': 1, '海外': 3, '旅行': 3}"
1645,{},{},"{'旅遊': 14, '出國': 7, '旅行': 7, '機票': 16, '飯店': 10, '國外': 2, '海外': 1}"
1646,"{'中國信託': 1, '國泰世華': 1, '台新': 1}",{},{}
1647,{},{},{}
1648,"{'中國信託': 1, '國泰世華': 1, '台新': 1}",{},{'旅行': 3}
1649,{},{},{'國外': 1}
1650,{},{},{}
1651,{},{},{'電影': 18}
1652,{},{},{}
1653,"{'中國信託': 1, '國泰世華': 1, '台新': 1}",{'Pi': 1},{}
1654,{},{},"{'機場': 15, '旅遊': 2, '旅行': 1, '國外': 1, '機票': 2, '出國': 1}"
1655,{},{},"{'機票': 16, '保險': 13, '旅遊': 3, '海外': 1, '出國': 2, '國外': 1}"
1656,{},{},{}
1657,{},{},"{'旅遊': 3, '海外': 1, '出國': 1, '國外': 1}"
1658,{},{},{'國外': 6}
1659,"{'兆豐': 32, '玉山': 33, '國泰世華': 32, '中國信託': 32, '台新': 30, '永豐': 16}",{},{'出國': 1}
1660,{},{},{}
1661,"{'Richart': 21, '台新': 12}","{'Pi': 1, 'GOGO': 1}","{'國外': 1, '旅遊': 1, '機票': 1, '保險': 1}"
1662,{},{},{'旅行': 3}
1663,{},{},{}
1664,"{'玉山': 1, '中國信託': 1, '永豐': 1}",{},{}
1665,{},{},"{'機票': 15, '出國': 3, '機場': 2, '保險': 2}"
1666,{},{},"{'海外': 1, '出國': 1, '旅遊': 1, '國外': 1}"
1667,{},{},{}
1668,"{'國泰世華': 1, '中信': 2, '玉山': 3, '國泰': 2, '台新': 1, '永豐': 1}",{},{}
1669,"{'中信': 1, '國泰': 1}",{},"{'旅遊': 11, '保費': 3, '國外': 4, '機場': 6, '海外': 3, '出國': 3, '機票': 1, '保險': 1, '旅行': 3}"
1670,{},{},"{'出國': 4, '運動': 1}"
1671,{},{},{}
1672,{},{},{'海外': 1}
1673,{},{},{'保費': 4}
1674,{},{},{}
1675,{},{},{}
1676,{},{},"{'出國': 9, '國外': 4, '機場': 6, '海外': 4, '保費': 4}"
1677,"{'國泰': 3, 'koko': 4, 'KOKO': 5}",{},{}
1678,"{'國泰世華': 4, '玉山': 1, '台新': 1}",{},"{'出國': 13, '機票': 1, '機場': 16}"
1679,{},{},{}
1680,"{'中國信託': 1, '國泰世華': 1, '台新': 1}",{},{}
1681,"{'台新': 2, '中國信託': 2, '國泰': 3, 'Richart': 2, '國泰世華': 1}",{'Flygo': 2},"{'海外': 28, '出國': 5, '旅遊': 24, '機場': 34, '機票': 17, '旅平險': 10, '保費': 2, '保險': 12, '國外': 2, '旅行': 4}"
1682,"{'中國信託': 33, '兆豐': 31, '玉山': 30, '國泰世華': 28, '台新': 30, '永豐': 14}",{},"{'電影': 1, '運動': 1, '出國': 1}"
1683,{},{},{}
1684,"{'兆豐': 32, '玉山': 33, '國泰世華': 33, '中國信託': 34, '台新': 30, '永豐': 16}",{},{'出國': 1}
1685,"{'國泰世華': 34, '永豐': 18, '兆豐': 32, '玉山': 33, '中國信託': 35, '台新': 30}",{},{'出國': 1}
1686,{'玉山': 4},{'Only': 1},"{'出國': 6, '旅遊': 16, '國外': 4, '旅行': 1, '機票': 5, '飯店': 8, '海外': 3, '機場': 4, '加油': 1}"
1687,"{'Richart': 4, '台新': 1}",{'gogo': 1},{}
1688,{},{},{'出國': 1}
1689,{},{},{}
1690,{},{},"{'出國': 1, '旅遊': 1, '保費': 4}"
1691,{},{},{'旅行': 1}
1692,{},{},{'機票': 13}
1693,{},{},{'飯店': 2}
1694,"{'中國信託': 1, '國泰世華': 1, '台新': 1}",{},{'運動': 3}
1695,"{'中國信託': 1, '國泰世華': 1, '台新': 1}",{},{}
1696,{},{},{'旅行': 3}
1697,"{'兆豐': 34, '永豐': 18, '玉山': 33, '國泰世華': 33, '中國信託': 35, '台新': 30}",{},{'出國': 1}
1698,{},{},{}
1699,{},{},"{'旅平險': 13, '機票': 2, '保險': 2, '國外': 1, '海外': 1}"
1700,{},{},"{'旅行': 1, '機票': 4, '機場': 20, '出國': 3, '飯店': 7, '旅遊': 6}"
1701,"{'兆豐': 33, '玉山': 34, '國泰世華': 33, '中國信託': 37, '台新': 30, '永豐': 17}",{},{'出國': 1}
1702,{},{},{}
1703,"{'國泰世華': 28, '兆豐': 31, '玉山': 30, '中國信託': 29, '台新': 29, '永豐': 14}",{},{'出國': 1}
1704,{},{},{'出國': 2}
1705,{},{},"{'機場': 1, '旅遊': 2, '保費': 4}"
1706,"{'兆豐': 32, '玉山': 33, '國泰世華': 33, '中國信託': 35, '台新': 30, '永豐': 17}",{},{'出國': 1}
1707,{},{},"{'飯店': 1, '旅行': 3, '電影': 1}"
1708,{},{},{}
1709,"{'永豐': 1, '台新': 1}",{},{}
1710,{},{},{'國外': 1}
1711,{},{'LINEPAY': 2},{}
1712,{},{},{'電影': 1}
1713,"{'台新': 28, '兆豐': 25, '永豐': 12, '國泰世華': 20, '玉山': 28, '中國信託': 19}",{},{'出國': 1}
1714,"{'兆豐': 32, '玉山': 33, '國泰世華': 33, '中國信託': 34, '台新': 30, '永豐': 16}",{},{'出國': 1}
1715,{},{},{}
1716,{},{},{}
1717,{},{},"{'機場': 20, '海外': 1, '旅行': 1, '國外': 1, '機票': 2, '旅遊': 1, '出國': 1}"
1718,"{'玉山': 4, '中國信託': 4, '兆豐': 3, '國泰世華': 5, '台新': 8, '永豐': 1}",{},"{'電影': 13, '國賓': 10, '威秀': 4}"
1719,{},{},{'保費': 4}
1720,{},{},{}
1721,"{'中國信託': 34, '兆豐': 32, '玉山': 33, '國泰世華': 33, '台新': 30, '永豐': 16}",{},"{'運動': 1, '旅遊': 1, '出國': 1}"
1722,{},{},"{'旅行': 4, '機場': 7}"
1723,{},{},{}
1724,{},{},{}
1725,{},{},"{'旅遊': 14, '出國': 3, '機票': 2}"
1726,{},{},"{'國外': 2, '出國': 1}"
1727,{'台新': 1},{},"{'保費': 2, '加油': 2}"
1728,{},{},"{'旅遊': 2, '機場': 11, '旅行': 4}"
1729,{},{},{}
1730,{},{},"{'機場': 20, '保費': 4}"
1731,{},{},{}
1732,{},{},"{'海外': 5, '國外': 3}"
1733,{},{},{'電影': 10}
1734,{'台新': 1},{},"{'保費': 2, '加油': 2}"
1735,{},{},{'運動': 1}
1736,{},{},{}
1737,"{'永豐': 16, '兆豐': 31, '玉山': 32, '國泰世華': 29, '中國信託': 32, '台新': 30}",{},{'出國': 1}
1738,{},{},{}
1739,"{'中國信託': 2, '中信': 2, '永豐': 1}",{},{}
1740,{},{},{}
1741,"{'玉山': 1, '兆豐': 1, '中信': 1, '台新': 1, '國泰': 1, '永豐': 1}",{},{}
1742,"{'兆豐': 31, '玉山': 30, '國泰世華': 28, '中國信託': 30, '台新': 30, '永豐': 14}",{},"{'保險': 1, '出國': 1}"
1743,"{'玉山': 4, '台新': 4, '中國信託': 1}","{'Pi': 7, 'Only': 1}","{'威秀': 2, '機場': 1, '海外': 1}"
1744,"{'永豐': 15, '兆豐': 31, '玉山': 30, '國泰世華': 28, '中國信託': 30, '台新': 29}",{},{'出國': 1}
1745,{},{},"{'電影': 15, '威秀': 2}"
1746,{},{},"{'機票': 2, '出國': 1}"
1747,{},{},{}
1748,{},{},"{'海外': 12, '旅遊': 1, '國外': 1}"
1749,"{'中信': 1, '台新': 1, '永豐': 1, '玉山': 1, '兆豐': 1, '國泰': 1}",{},{}
1750,{},{},"{'海外': 13, '出國': 7, '旅遊': 6, '機票': 1, '國外': 5}"
1751,{},{},"{'旅行': 1, '國外': 1, '機票': 2, '旅遊': 1, '出國': 1}"
1752,{},{},"{'旅行': 5, '機票': 1}"
1753,"{'台新': 2, '國泰世華': 1, '玉山': 2, '國泰': 1}",{},"{'旅行': 3, '機場': 9, '出國': 8}"
1754,{},{},{}
1755,{},{},"{'出國': 10, '國外': 6, '海外': 2}"
1756,"{'中國信託': 31, '台新': 31, '兆豐': 31, '玉山': 30, '國泰世華': 28, '永豐': 14}",{},{'出國': 1}
1757,{},{},"{'旅行': 1, '國外': 1, '機票': 2, '旅遊': 1, '出國': 1}"
1758,{},{},"{'國外': 1, '飯店': 4, '旅遊': 3, '旅行': 3}"
1759,"{'兆豐': 32, '玉山': 30, '國泰世華': 27, '中國信託': 29, '台新': 29, '永豐': 14}",{},{'出國': 1}
1760,{},{},"{'電影': 7, '威秀': 2}"
1761,{'台新': 2},{},"{'出國': 1, '旅遊': 2, '海外': 1, '國外': 5, '機場': 1}"
1762,{'玉山': 1},{},{}
1763,"{'永豐': 16, '台新': 32, '兆豐': 32, '玉山': 30, '國泰世華': 28, '中國信託': 30}",{},{'出國': 1}
1764,{},{},{'保費': 4}
1765,{},{},{'旅行': 2}
1766,{},{},"{'旅行': 3, '機場': 3, '機票': 1, '海外': 1}"
1767,{'中信': 1},{},"{'加油': 17, '中油': 8}"
1768,{},{},{}
1769,"{'台新': 1, 'Richart': 2, '中國信託': 1, '玉山': 1}",{},{}
1770,{},{},{}
1771,{},{},"{'機票': 12, '出國': 1, '國外': 1, '機場': 1}"
1772,{},{},{}
1773,{},{},"{'海外': 11, '出國': 1, '國外': 2}"
1774,{},{},"{'旅行': 1, '國外': 1, '機票': 2, '旅遊': 1, '出國': 1}"
1775,{},{},{}
1776,{'中信': 1},{},{}
1777,"{'永豐': 15, '台新': 29, '兆豐': 30, '國泰世華': 26, '玉山': 29, '中國信託': 28}",{},{'出國': 1}
1778,"{'台新': 31, '國泰世華': 24, '兆豐': 28, '永豐': 13, '玉山': 28, '中國信託': 26}",{},"{'保險': 1, '電影': 1, '出國': 1}"
1779,{'兆豐': 7},{},{}
1780,{},{},"{'旅行': 12, '電影': 1, '機票': 1}"
1781,{},{},"{'旅行': 1, '國外': 1, '機票': 2, '旅遊': 1, '出國': 1}"
1782,{},{},"{'旅遊': 1, '海外': 4, '出國': 1, '國外': 1}"
1783,{},{},"{'保險': 1, '出國': 1, '旅行': 2, '旅遊': 2}"
1784,{},{},{}
1785,{},{},{}
1786,{},{},"{'海外': 1, '保費': 4}"
1787,{},{},{}
1788,{},{},{}
1789,{},{},"{'出國': 10, '旅行': 1, '國外': 1, '機票': 2, '旅遊': 1}"
1790,{},{},{}
1791,{},{},{}
1792,{},{},{}
1793,{},{},{}
1794,{},{},{}
1795,{},{},{}
1796,{},{},"{'旅行': 4, '飯店': 1, '機票': 1}"
1797,{'國泰': 1},{},{}
1798,{},{},{}
1799,{},{},"{'海外': 15, '機場': 1}"
1800,{},{},{}
1801,{},{},{}
1802,"{'玉山': 1, '台新': 2, 'Richart': 3, 'KOKO': 1, '兆豐': 3}","{'Pi': 1, 'gogo': 2, 'LINEPAY': 5}","{'加油': 2, '國外': 7, '海外': 4, '中油': 1}"
1803,"{'國泰世華': 1, '兆豐': 1, '永豐': 1, '玉山': 1, '中國信託': 1}",{},{'海外': 1}
1804,{},{},{}
1805,{},{},{}
1806,"{'永豐': 2, '玉山': 9, '台新': 6, '中國信託': 5, '國泰世華': 2}","{'大戶': 2, 'PI': 2, 'flygo': 4, 'FLYGO': 1}","{'旅行': 1, '海外': 3, '國外': 3}"
1807,"{'兆豐': 4, '台新': 1, '中信': 1}",{},"{'機場': 3, '旅遊': 2, '旅行': 1, '運動': 1}"
1808,{},{},{}
1809,{},{},{}
1810,{},{},{}
1811,{},{},"{'旅行': 1, '國外': 1, '機票': 2, '旅遊': 1, '出國': 1}"
1812,{},{},{}
1813,{},{},{}
1814,"{'台新': 12, 'Richart': 15}",{},"{'海外': 4, '出國': 7, '機票': 6, '旅遊': 4, '保險': 1}"
1815,{},{},{'威秀': 14}
1816,{},{},"{'旅行': 1, '國外': 1, '機票': 2, '旅遊': 1, '出國': 1}"
1817,{},{},{'保費': 4}
1818,{},{},{}
1819,{},{},{}
1820,{},{},{}
1821,"{'玉山': 28, '永豐': 6, '台新': 3, '兆豐': 2, '國泰': 2, 'KOKO': 2}","{'dawho': 1, 'Only': 7, 'Pi': 4, '大戶': 1}","{'加油': 3, '機票': 6, '海外': 4, '保險': 1, '出國': 1, '旅遊': 2, '飯店': 8, '國外': 2, '機場': 4}"
1822,{},{},{}
1823,{},{},{}
1824,{},{},{}
1825,{},{},"{'國外': 17, '海外': 2}"
1826,{},{},"{'出國': 2, '機票': 7, '旅遊': 12, '保險': 16, '旅行': 2, '旅平險': 2, '海外': 1, '國外': 2, '機場': 1}"
1827,{},{},{}
1828,{},{},{}
1829,"{'台新': 1, '國泰': 4}",{},{}
1830,{},{},{'國外': 1}
1831,"{'玉山': 10, '中國信託': 3, '中信': 2, '台新': 7, '兆豐': 3, '國泰世華': 4, '國泰': 4}",{},"{'加油': 2, '機票': 10, '國外': 16, '出國': 4, '機場': 5, '飯店': 1, '海外': 1}"
1832,{'玉山': 11},{'Pi': 7},{}
1833,{'玉山': 19},{},{}
1834,{'玉山': 4},{},{}
1835,{},{},"{'海外': 9, '國外': 2, '保費': 4}"
1836,{},{},{}
1837,"{'Richart': 7, '兆豐': 2, '玉山': 4}",{},"{'威秀': 2, '國外': 4, '出國': 1, '機票': 1, '海外': 2, '保費': 3, '機場': 1}"
1838,{},{},{}
1839,{},{},"{'機場': 18, '機票': 3, '旅行': 1, '國外': 1, '旅遊': 1, '出國': 1}"
1840,{},{},"{'飯店': 1, '電影': 2, '機票': 1, '旅行': 3}"
1841,{},{},{}
1842,{},{},{'保費': 4}
1843,{},{},{}
1844,"{'國泰世華': 5, '國泰': 1}",{},{}
1845,{},{},{}
1846,{},{},{}
1847,"{'中國信託': 4, '中信': 4}",{},"{'機場': 3, '海外': 2}"
1848,{},{},"{'保費': 4, '海外': 1}"
1849,{},{},{}
1850,{},{},"{'機場': 4, '旅行': 4, '機票': 1}"
1851,"{'台新': 27, '兆豐': 25, '永豐': 12, '國泰世華': 19, '玉山': 27, '中國信託': 17}",{},"{'旅行': 1, '機票': 1, '出國': 1}"
1852,{},{},{}
1853,{},{},"{'飯店': 17, '國外': 2, '旅遊': 1, '海外': 2, '旅行': 1}"
1854,"{'中信': 1, '中國信託': 2, '兆豐': 1}",{},{}
1855,{},{},{}
1856,"{'玉山': 3, '國泰世華': 2, '兆豐': 2, '永豐': 2, '台新': 3, '中信': 2, '中國信託': 1, '國泰': 1}",{},{'保險': 2}
1857,{},{},"{'保險': 1, '海外': 1}"
1858,{'台新': 1},{},{}
1859,{},{},"{'電影': 4, '海外': 1}"
1860,{},{'flygo': 1},"{'海外': 6, '出國': 2}"
1861,"{'台新': 4, 'Richart': 10, 'richart': 2}",{'GOGO': 1},"{'保險': 1, '旅遊': 1}"
1862,{},{},{}
1863,"{'中國信託': 2, '兆豐': 1}",{},{}
1864,{},{},{}
1865,{},{},{}
1866,{},{},{'保費': 4}
1867,{},{},{}
1868,{},{},{}
1869,"{'永豐': 13, '台新': 25, '兆豐': 25, '國泰世華': 17, '玉山': 26, '中國信託': 17}",{},{'出國': 1}
1870,{},{},"{'旅遊': 5, '旅行': 4, '機票': 1, '機場': 5, '飯店': 1, '出國': 2, '國外': 1}"
1871,{},{},"{'機票': 11, '機場': 4}"
1872,{},{},{}
1873,{},{},{'旅遊': 1}
1874,{},{},{}
1875,"{'台新': 3, 'Richart': 1}","{'flygo': 1, 'GOGO': 1}","{'出國': 2, '機票': 2, '海外': 2, '國外': 1, '旅遊': 1}"
1876,{},{},{}
1877,{},{},{}
1878,{},{},{'運動': 2}
1879,{'中國信託': 3},{},{'海外': 5}
1880,{},{},{'保費': 4}
1881,{},{},{}
1882,"{'台新': 6, '國泰': 5, '中信': 3, '玉山': 3, '永豐': 1, '兆豐': 1, 'KOKO': 2}",{},{}
1883,"{'兆豐': 2, '台新': 1}",{},{}
1884,{},{},{}
1885,{},{},{'機票': 4}
1886,{},{},{}
1887,"{'兆豐': 3, '中信': 1, '玉山': 2}",{},"{'機場': 3, '旅遊': 2, '旅行': 1, '運動': 1}"
1888,{'國泰世華': 1},{},{}
1889,"{'台新': 2, 'Richart': 1, '國泰': 2, 'KOKO': 1}",{},{}
1890,{},{},"{'旅行': 6, '電影': 1, '機票': 1}"
1891,{'兆豐': 1},{},{}
1892,"{'中國信託': 17, '台新': 23, '兆豐': 23, '永豐': 12, '國泰世華': 17, '玉山': 23}",{},{'出國': 1}
1893,"{'台新': 1, '玉山': 2, '國泰': 1}",{},{}
1894,{},{},"{'電影': 1, '旅行': 3, '機票': 1}"
1895,{},{},{'機場': 1}
1896,{},{},{}
1897,{},{},{}
1898,"{'台新': 29, 'Richart': 12}","{'Flygo': 2, 'flygo': 7}","{'機票': 11, '海外': 3, '國外': 4, '旅遊': 3, '保險': 5, '機場': 4, '旅行': 1}"
1899,"{'Richart': 3, '台新': 2, 'richart': 1}","{'Flygo': 1, 'gogo': 1}","{'海外': 6, '機票': 10, '機場': 1, '旅遊': 3, '保險': 2, '出國': 1}"
1900,"{'Richart': 9, '台新': 5, '玉山': 4}",{'Pi': 7},{}
1901,{},{},"{'加油': 2, '機場': 1, '保險': 1, '旅遊': 1}"
1902,{},{},{}
1903,{},{},"{'出國': 5, '海外': 2, '機場': 2, '旅遊': 1}"
1904,{},{},{}
1905,{},{},"{'旅遊': 1, '旅行': 3, '機票': 1}"
1906,{},{},{'出國': 1}
1907,{},{},{'出國': 1}
1908,{},{},{'出國': 4}
1909,{},{},{}
1910,"{'台新': 3, '國泰': 2, 'KOKO': 1, '兆豐': 1, '玉山': 1}","{'大戶': 1, 'Pi': 1}","{'保險': 2, '加油': 1, '中油': 1, '健身房': 1, '電影': 1, '旅遊': 2, '國外': 1}"
1911,{'台新': 1},{},{'電影': 1}
1912,{'國泰世華': 3},{},{}
1913,{},{},"{'旅遊': 1, '威秀': 2, '電影': 1, '機場': 1}"
1914,"{'台新': 11, 'Richart': 7}","{'flygo': 7, 'Flygo': 3}","{'國外': 4, '海外': 4, '機票': 10, '機場': 1, '旅遊': 1}"
1915,{},{},"{'出國': 5, '電影': 2, '機場': 3, '加油': 1}"
1916,{},{},"{'機票': 1, '保險': 2, '電影': 1, '出國': 1}"
1917,{},{},"{'機場': 3, '加油': 2}"
1918,{},{},"{'出國': 2, '機票': 2, '電影': 1, '保險': 1}"
1919,"{'台新': 17, '國泰': 21}",{},"{'出國': 6, '旅行': 4, '旅遊': 11, '機票': 18, '機場': 10, '保險': 4, '海外': 3}"
1920,{},{},"{'機票': 1, '電影': 1, '保險': 1}"
1921,{'台新': 2},{},{}
1922,{},{},{}
1923,{},{},"{'加油': 2, '出國': 1}"
1924,{},{},"{'威秀': 1, '加油': 2, '機場': 1, '保費': 1, '保險': 1}"
1925,{},{},"{'電影': 2, '機票': 2, '機場': 6, '出國': 1, '保險': 1}"
1926,{},{},"{'機票': 4, '機場': 3, '加油': 1, '旅行': 1}"
1927,{},{},"{'出國': 5, '電影': 1}"
1928,{},{},"{'電影': 1, '機票': 3, '機場': 2, '出國': 1}"
1929,{},{},"{'海外': 1, '機場': 1}"
1930,"{'玉山': 1, '中信': 10, '台新': 14, 'KOKO': 7, '國泰世華': 4, '中國信託': 1}",{},"{'加油': 2, '中油': 3, '電影': 1, '國賓': 1, '威秀': 1, '國外': 2, '機場': 1, '旅平險': 2, '旅行': 2, '保險': 1, '海外': 2}"
1931,{},{},"{'出國': 4, '加油': 3, '海外': 1}"
1932,{},{},"{'出國': 5, '機票': 2, '電影': 1}"
1933,"{'中國信託': 2, '玉山': 1, '永豐': 1}",{},"{'加油': 1, '中油': 4}"
1934,{},{},"{'旅遊': 1, '機場': 1, '保費': 1}"
1935,{},{},"{'海外': 3, '出國': 2, '電影': 2, '威秀': 2}"
1936,{},{},"{'出國': 5, '保險': 2, '電影': 1}"
1937,{},{},"{'機場': 3, '保險': 1, '旅遊': 2, '加油': 1}"
1938,{},{},{}
1939,{},{},"{'機場': 5, '電影': 5, '加油': 1}"
1940,{},{},"{'機票': 1, '電影': 2, '機場': 1, '保險': 1}"
1941,{},{},"{'出國': 5, '威秀': 4, '機場': 7, '電影': 1, '加油': 1}"
1942,{},{},{}
1943,{},{},{'機場': 1}
1944,{},{},"{'威秀': 2, '加油': 1}"
1945,{},{},{'出國': 2}
1946,{},{},"{'海外': 5, '機場': 2, '保險': 1}"
1947,{},{},{}
1948,{},{},"{'飯店': 2, '健身房': 1}"
1949,{},{},{'國外': 3}
1950,{},{},"{'機場': 7, '保費': 1, '出國': 1}"
1951,{},{},"{'機票': 5, '海外': 3, '機場': 1}"
1952,{},{},"{'機票': 1, '機場': 1, '出國': 1, '保險': 1}"
1953,{},{},"{'機場': 1, '加油': 1, '出國': 1}"
1954,{},{},"{'出國': 7, '電影': 1, '加油': 1, '機場': 1, '保費': 1}"
1955,{},{},"{'威秀': 2, '機票': 1, '保險': 2, '加油': 1}"
1956,{},{},"{'機場': 1, '保險': 1, '出國': 1, '電影': 1, '保費': 1}"
1957,{},{},"{'機場': 2, '出國': 1, '電影': 1}"
1958,{},{},"{'電影': 4, '出國': 3, '海外': 1, '機場': 1, '加油': 1}"
1959,{},{},{}
1960,{},{},"{'運動': 1, '加油': 1, '機場': 1, '保險': 1}"
1961,{},{},{}
1962,{},{},"{'海外': 1, '加油': 2, '旅遊': 2, '機票': 1}"
1963,{},{},{'保險': 3}
1964,"{'中信': 4, '國泰世華': 1, '台新': 1, '中國信託': 1}",{},"{'旅遊': 1, '國外': 2}"
1965,{},{},"{'旅遊': 2, '飯店': 2, '機票': 1, '出國': 1, '保險': 1}"
1966,{},{},"{'出國': 5, '機場': 1, '保險': 2, '旅遊': 1, '國外': 1}"
1967,{},{},"{'機場': 4, '機票': 2}"
1968,{},{},"{'威秀': 2, '海外': 3, '電影': 1}"
1969,{},{},"{'威秀': 1, '機場': 2}"
1970,{},{},"{'加油': 3, '機票': 2, '旅行': 2, '海外': 1, '機場': 1}"
1971,{},{},"{'機場': 1, '保險': 1}"
1972,{},{},{'飯店': 1}
1973,{},{},"{'旅遊': 2, '海外': 2, '保費': 1, '國外': 1}"
1974,{},{},"{'機票': 1, '旅行': 2, '海外': 2, '機場': 1, '出國': 1}"
1975,"{'中信': 2, '國泰': 2, '永豐': 1}",{},{}
1976,{},{},{}
1977,{},{},"{'旅行': 2, '電影': 2, '機場': 1, '旅遊': 1, '海外': 1}"
1978,{},{},"{'電影': 2, '飯店': 1, '機場': 3, '加油': 3}"
1979,{},{},"{'威秀': 4, '電影': 1, '機票': 1, '海外': 1}"
1980,{},{},"{'旅遊': 2, '海外': 3, '威秀': 2, '機場': 2, '電影': 3, '保險': 1}"
1981,{},{},"{'保險': 1, '電影': 2, '出國': 1, '保費': 1, '威秀': 1}"
1982,{},{},"{'旅遊': 1, '出國': 1, '電影': 1}"
1983,{},{},"{'旅遊': 5, '機場': 2, '海外': 2, '出國': 1}"
1984,{},{},{}
1985,{},{},"{'出國': 5, '電影': 1, '保險': 2, '加油': 1}"
1986,{},{},"{'機場': 4, '加油': 1, '威秀': 1, '出國': 1, '電影': 1, '國外': 1, '旅遊': 1}"
1987,{},{},{}
1988,{},{},{}
1989,{},{},{'機場': 3}
1990,{},{},"{'機票': 1, '電影': 1, '機場': 1}"
1991,{},{},"{'加油': 3, '威秀': 2, '旅行': 1, '電影': 2, '機場': 1, '海外': 1}"
1992,{},{},"{'機票': 1, '保費': 1, '出國': 1}"
