,age,serveTime,ApplyCard,credLimit,Loan,SalPerY,holdCard,Caree
2903,35,180,['中信'],220000,3,1000000,1,3
2904,21,0,['永豐'],,0,250000,1,1
2905,29,72,['永豐'],,0,700000,1,2
2906,,,[],,,,0,2
2907,31,96,['永豐'],,0,700000,1,2
2908,23,24,['永豐'],220000,0,650000,1,2
2909,27,,['永豐'],60000,0,,1,2
2910,26,10,[],,1,350000,1,2
2911,30,24,[],,,500000,1,3
2912,29,,['永豐'],,0,900000,1,2
2913,29,,['永豐'],100000,,900000,1,2
2914,27,39,['永豐'],200000,0,550000,0,2
2915,,18,['永豐'],,0,,0,2
2916,23,,[],,0,,0,2
2917,33,60,['永豐'],,0,450000,1,4
2918,30,,['永豐'],180000,2,700000,1,4
2919,28,36,['永豐'],,0,500000,1,2
2920,,,[],960000,0,,0,2
2921,35,45,[],,3,400000,0,4
2922,28,69,[],,0,600000,1,2
2923,26,3,['永豐'],100000,0,,0,2
2924,35,60,[],250000,,480000,0,2
2925,25,1,['dawho'],,,,0,1
2926,24,4,"['永豐', 'dawho']",100000,,1000000,0,2
2927,28,51,"['永豐', 'dawho']",,1,500000,1,2
2928,24,12,"['永豐', 'dawho']",20000,3,320000,0,2
2929,26,36,"['永豐', 'dawho', '現金回饋御璽卡']",100000,,420000,0,2
2930,24,5,"['永豐', 'dawho', '玉山', 'Ubear']",100000,,450000,0,2
2931,21,36,[],,,180000,0,2
2932,,,[],,,,0,2
2933,34,1,"['永豐', 'dawho', '中信', 'LINEPay', '元大']",,0,400000,1,2
2934,27,12,[],,,500000,0,3
2935,,,[],,,,0,2
2936,,2,"['永豐', 'dawho', 'dawho']",100000,0,1200000,1,2
2937,36,60,[],200000,0,600000,1,3
2938,,,[],,,,0,2
2939,35,2,"['永豐', 'dawho', '玉山']",350000,,850000,0,4
2940,,,[],,,,0,2
2941,,,[],,,,0,2
2942,26,24,[],,0,800000,0,2
2943,31,36,"['永豐', 'dawho']",230000,0,1000000,1,2
2944,33,120,"['永豐', 'dawho', 'dawho']",,2,2000000,1,2
2945,22,8,[],100000,0,300000,1,4
2946,29,24,"['永豐', 'dawho']",150000,3,600000,0,2
2947,,,[],,,,0,2
2948,28,60,[],,1,,0,2
2949,30,24,"['永豐', 'dawho', '玉山', 'Ubear']",250000,,,0,2
2950,,,[],,,,0,2
2951,,,[],,,,0,2
2952,,,[],,,,0,2
2953,29,12,"['永豐', 'dawho']",50000,,500000,0,2
2954,,5,"['永豐', 'dawho']",,3,240000,0,2
2955,30,84,[],,,700000,0,4
2956,,,[],,,,0,2
2957,29,84,"['永豐', 'dawho']",120000,,400000,0,2
2958,38,84,"['永豐', 'dawho']",200000,,2000000,0,2
2959,26,36,"['永豐', 'dawho']",150000,,450000,0,2
2960,,,[],,,,0,2
2961,39,,[],,0,650000,1,2
2962,,,[],,,,0,2
2963,,,[],,,,0,2
2964,30,48,['遠東商銀'],300000,3,,1,2
2965,37,108,[],300000,,,0,2
2966,25,48,"['永豐', 'dawho']",,0,500000,0,2
2967,36,108,"['永豐', 'dawho']",250000,,900000,0,2
2968,26,2,"['永豐', 'dawho', '現金回饋御璽卡']",210000,0,600000,0,2
2969,31,60,"['永豐', 'dawho']",,0,320000,0,2
2970,,,[],,,,0,2
2971,,132,['永豐'],500000,2,,0,2
2972,27,52,[],,0,600000,1,2
2973,29,24,[],,1,550000,1,3
2974,21,9,[],,1,300000,1,2
2975,38,12,[],,0,1150000,1,4
2976,30,96,"['永豐', '現金回饋御璽卡']",200000,,700000,1,4
2977,30,12,[],400000,0,400000,0,2
2978,26,36,"['永豐', '永豐']",,0,350000,1,2
2979,27,12,[],,0,550000,0,2
2980,24,24,[],210000,0,900000,1,2
2981,,0,[],,,510000,1,2
2982,37,,[],80000,0,,0,2
2983,,,[],100000,,,0,2
2984,,,[],,2,,1,2
2985,,2429,[],2018,,,0,2
2986,,2429,[],2018,,,0,2
2987,,16,['永豐'],200000,0,,0,2
2988,,,[],,,,0,2
2989,25,12,['永豐'],150000,1,500000,1,2
2990,28,60,[],100000,1,500000,1,2
2991,31,60,"['永豐', 'dawho']",150000,,400000,0,2
2992,,60,['永豐'],,,500000,1,3
2993,29,24,[],250000,0,50000,0,2
2994,,,"['聯邦', '法拉利無限卡']",200000,2,,0,2
2995,25,12,['玉山'],300000,0,800000,0,2
2996,25,,[],,0,800000,0,2
2997,30,36,[],,,540000,0,4
2998,28,36,"['台新', 'Flygo']",70000,1,300000,1,3
2999,,,[],,,,0,2
3000,,3,"['台新', 'GoGo']",180000,,,0,2
3001,,,[],,,,0,2
3002,,48,"['渣打', '現金回饋御璽卡', '台新', 'GoGo', '元大']",,0,,1,2
3003,,24,"['渣打', '現金回饋御璽卡']",150000,0,700000,1,2
3004,,,"['渣打', '現金回饋御璽卡']",350000,0,510000,1,2
3005,27,3,"['渣打', '現金回饋御璽卡', '花旗']",,0,500000,1,2
3006,22,24,[],374000,0,,0,2
3007,34,36,[],340000,0,650000,1,2
3008,33,84,[],,0,920000,1,4
3009,34,84,"['台新', 'Flygo', '渣打', '匯豐']",,0,540000,0,2
3010,28,48,[],,0,850000,1,2
3011,,72,['富邦'],,,1000000,0,2
3012,34,36,"['渣打', '現金回饋御璽卡']",100000,3,400000,1,4
3013,35,,"['渣打', '華南', '花旗']",180000,0,500000,1,2
3014,26,3,[],,,1200000,1,4
3015,,12,[],,0,,1,2
3016,,,[],,,,0,2
3017,36,132,"['渣打', '現金回饋御璽卡']",450000,0,,1,4
3018,35,108,[],900000,0,,1,2
3019,,,[],310000,,,0,2
3020,,,[],,,,0,2
3021,28,36,[],,0,,1,2
3022,26,48,[],,0,900000,1,2
3023,,120,[],,0,,0,2
3024,33,123,[],,0,,1,4
3025,,,[],,,,1,2
3026,23,4,['渣打'],,,550000,0,2
3027,,,[],,,,0,2
3028,,84,[],200000,0,,0,2
3029,,5,"['渣打', '現金回饋御璽卡']",200000,0,800000,1,2
3030,29,48,[],,0,,0,2
3031,28,,[],,,400000,0,2
3032,28,60,[],100000,0,600000,1,2
3033,37,117,[],130000,0,620000,1,3
3034,35,60,[],300000,0,,1,2
3035,,108,['渣打'],180000,2,730000,1,3
3036,27,12,"['渣打', '現金回饋御璽卡', '華南']",,3,,1,2
3037,,,[],,,,0,2
3038,39,180,['渣打'],,0,0,0,2
3039,31,24,['渣打'],,0,500000,0,2
3040,32,72,[],200000,0,950000,0,2
3041,,84,[],,0,,1,3
3042,25,8,[],,0,,1,2
3043,30,9,"['渣打', '現金回饋御璽卡', '中信', 'LINEPay']",100000,,400000,1,2
3044,26,48,"['渣打', '元大', '兆豐']",,0,500000,0,3
3045,29,24,"['渣打', '現金回饋御璽卡', '台新', 'GoGo']",180000,0,450000,1,3
3046,31,12,['Richart'],170000,3,500000,0,2
3047,25,24,[],,0,430000,0,2
3048,28,72,[],,3,,0,2
3049,28,72,[],,3,,0,2
3050,36,144,"['渣打', '現金回饋御璽卡', '星展', '炫晶御璽卡']",,0,500000,1,2
3051,29,1,"['渣打', '現金回饋御璽卡']",330000,1,,1,2
3052,25,4,[],110000,1,750000,1,2
3053,23,,[],,,,0,2
3054,28,36,[],,0,800000,1,2
3055,26,15,['渣打'],,0,500000,1,2
3056,,9,"['渣打', '現金回饋御璽卡']",300000,0,,0,2
3057,32,108,"['渣打', '現金回饋御璽卡']",,,,1,2
3058,,,[],,,,0,2
3059,32,0,"['渣打', '現金回饋御璽卡']",50000,,,0,2
3060,24,13,"['渣打', '現金回饋御璽卡']",,,500000,1,3
3061,,12,"['渣打', '現金回饋御璽卡']",140000,3,650000,1,2
3062,45,240,['現金回饋御璽卡'],,0,2500000,0,3
3063,,24,[],50000,,,0,2
3064,,,[],,,,0,2
3065,30,13,"['渣打', '現金回饋御璽卡', '中信', 'LINEPay']",100000,0,290000,0,2
3066,33,96,[],,0,900000,0,2
3067,25,,"['渣打', '現金回饋御璽卡']",,0,650000,1,2
3068,35,12,"['渣打', '現金回饋御璽卡']",70000,0,550000,0,2
3069,,60,"['渣打', '現金回饋御璽卡']",300000,,,1,3
3070,29,,"['渣打', '現金回饋御璽卡']",100000,0,550000,1,2
3071,,36,['渣打'],140000,0,700000,1,3
3072,25,0,"['渣打', '現金回饋御璽卡']",50000,0,500000,1,2
3073,25,12,"['渣打', '現金回饋御璽卡']",,0,560000,1,2
3074,31,12,[],,0,600000,1,2
3075,28,26,"['渣打', '現金回饋御璽卡']",88000,0,600000,1,2
3076,25,15,['渣打'],50000,0,380000,1,2
3077,31,12,"['渣打', '現金回饋御璽卡']",,0,,1,4
3078,26,,['渣打'],,0,1200000,1,2
3079,29,,['渣打'],,0,,1,2
3080,25,12,[],120000,0,500000,1,2
3081,,96,"['渣打', '現金回饋御璽卡']",170000,0,850000,1,2
3082,28,28,"['渣打', '現金回饋御璽卡']",,0,500000,1,2
3083,26,15,"['渣打', '現金回饋御璽卡']",,0,900000,1,2
3084,28,,['渣打'],,0,1000000,1,2
3085,28,12,"['渣打', '現金回饋御璽卡']",,0,450000,1,2
3086,27,36,"['渣打', '現金回饋御璽卡']",130000,1,1100000,1,2
3087,23,12,[],,0,300000,1,2
3088,33,60,[],,3,,1,2
3089,35,48,"['渣打', '現金回饋御璽卡']",,2,750000,1,3
3090,25,12,"['渣打', '現金回饋御璽卡']",,0,600000,1,2
3091,,3,['渣打'],,0,440000,1,2
3092,30,66,"['渣打', '現金回饋御璽卡']",,0,,0,2
3093,28,48,[],,0,900000,0,4
3094,37,120,"['渣打', '現金回饋御璽卡']",,2,2500000,1,2
3095,32,,"['渣打', '現金回饋御璽卡', '匯豐', '現金回饋御璽卡']",260000,0,1200000,1,2
3096,36,72,[],290000,,700000,0,2
3097,,,[],390000,,,0,4
3098,29,82,"['渣打', '現金回饋御璽卡']",150000,2,600000,1,2
3099,,60,"['渣打', '現金回饋御璽卡']",,3,,0,2
3100,,60,"['渣打', '現金回饋御璽卡']",100000,1,650000,1,4
3101,25,4,"['渣打', '現金回饋御璽卡']",50000,0,550000,0,2
3102,33,36,"['渣打', '現金回饋御璽卡']",240000,2,,1,2
3103,,48,['現金回饋御璽卡'],,0,,0,2
3104,36,108,"['渣打', '現金回饋御璽卡']",500000,,,0,2
3105,,,[],280000,,,0,4
3106,34,2412,"['渣打', '現金回饋御璽卡']",,0,800000,1,2
3107,,,[],120000,,,0,3
3108,29,,['渣打'],,0,900000,1,2
3109,33,96,"['渣打', '現金回饋御璽卡']",,0,840000,0,2
3110,24,36,"['渣打', '現金回饋御璽卡']",,0,,1,3
3111,24,8,[],,0,400000,1,2
3112,35,112,"['渣打', '現金回饋御璽卡']",200000,0,780000,1,2
3113,32,48,[],,0,1500000,0,4
3114,35,234,[],,0,500000,0,2
3115,29,16,[],,1,500000,1,2
3116,,48,"['渣打', '現金回饋御璽卡']",140000,0,,0,2
3117,,,[],,,,0,2
3118,27,3,[],90000,1,500000,1,2
3119,25,8,[],150000,,700000,0,4
3120,30,57,"['渣打', '現金回饋御璽卡']",50000,0,700000,1,2
3121,34,108,[],150000,2,820000,1,3
3122,,,['渣打'],,,350000,0,2
3123,,12,"['渣打', '現金回饋御璽卡']",150000,0,700000,0,2
3124,,54,"['渣打', '現金回饋御璽卡']",100000,3,450000,0,2
3125,,120,"['渣打', '現金回饋御璽卡']",,0,1550000,1,2
3126,34,16,[],,3,600000,1,3
3127,34,16,[],,3,600000,1,3
3128,37,120,"['渣打', '現金回饋御璽卡']",,2,,1,2
3129,,,[],,,,0,2
3130,30,60,[],,0,800000,1,2
3131,35,120,"['渣打', '現金回饋御璽卡']",,0,750000,1,2
3132,44,168,"['渣打', '現金回饋御璽卡']",300000,0,,1,3
3133,39,108,"['渣打', '現金回饋御璽卡']",,0,700000,1,2
3134,31,36,"['渣打', '現金回饋御璽卡']",,0,500000,1,2
3135,28,12,[],,0,360000,0,2
3136,26,22,['渣打'],120000,0,500000,1,2
3137,,,[],50000,,,0,2
3138,,108,"['渣打', '現金回饋御璽卡']",,0,1900000,1,2
3139,,,[],100000,,500000,0,3
3140,,166,"['渣打', '現金回饋御璽卡']",120000,0,,0,2
3141,,36,"['渣打', '現金回饋御璽卡']",140000,,600000,0,3
3142,,,[],120000,,,0,2
3143,,,[],,,,0,2
3144,26,24,[],90000,0,450000,1,2
3145,,14,"['渣打', '現金回饋御璽卡']",150000,3,560000,0,2
3146,,,[],,,,0,2
3147,34,84,['渣打'],,3,1000000,0,2
3148,30,72,['渣打'],,0,,0,4
3149,45,16,['渣打'],,0,70000,0,2
3150,28,37,['現金回饋御璽卡'],,0,700000,0,2
3151,,48,['現金回饋御璽卡'],100000,0,550000,1,2
3152,,48,['現金回饋御璽卡'],120000,0,500000,1,3
3153,27,24,[],80000,0,500000,1,2
3154,37,57,['現金回饋御璽卡'],200000,0,900000,1,2
3155,32,15,"['國泰', '玉山']",,0,450000,0,2
3156,39,96,['玉山'],100000,,1000000,0,2
3157,,,[],,,,0,2
3158,20,12,"['澳盛', '現金回饋御璽卡']",,0,240000,0,2
3159,,,[],,,,0,2
3160,30,48,[],100000,0,400000,1,2
3161,,,[],,,,0,2
3162,31,26,[],,0,,1,2
3163,25,24,[],,3,700000,0,3
3164,30,22,[],,0,420000,1,2
3165,25,14,[],,0,500000,1,2
3166,30,6,[],170000,0,700000,1,3
3167,25,2,"['元大', '鑽金']",260000,0,800000,1,2
3168,28,12,[],65000,0,550000,1,2
3169,44,,['台新'],,0,,1,2
3170,,,[],,,,0,2
3171,25,11,"['富邦', '數位生活卡']",,0,300000,0,2
3172,28,36,['富邦'],20000,1,600000,0,2
3173,30,7,[],80000,0,,0,2
3174,30,7,"['匯豐', '元大', '星展', '元大']",80000,0,489000,0,2
3175,,,[],,0,360000,0,2
3176,23,0,[],20000,0,,0,1
3177,24,,[],,0,150000,0,2
3178,30,,"['元大', '鑽金', '元大', '鑽金', '匯豐', '現金回饋御璽卡']",80000,0,,0,2
3179,22,4,[],,0,250000,1,2
3180,23,,"['中信', 'LINEPay']",,0,,0,2
3181,24,36,['國泰'],60000,0,480000,0,2
3182,21,24,"['中信', 'LINEPay']",20000,0,400000,1,1
3183,24,37,"['台新', 'Flygo']",50000,0,430000,0,4
3184,,,[],800000,,,0,2
3185,,,[],,,,0,2
3186,,,[],,,,0,2
3187,24,24,"['玉山', 'Pi']",120000,,550000,0,2
3188,,,[],,,,0,2
3189,57,300,"['玉山', 'Pi']",,,1000000,0,2
3190,24,24,"['玉山', 'Pi']",,,500000,0,2
3191,33,84,"['玉山', 'Pi']",500000,0,1100000,1,2
3192,34,24,"['玉山', 'Pi']",30000,0,600000,0,2
3193,28,48,"['玉山', 'Pi']",,0,500000,0,2
3194,24,6,"['玉山', 'Pi']",200000,2,540000,1,2
3195,22,,"['玉山', 'Pi']",30000,,550000,0,2
3196,35,120,"['玉山', 'Pi']",,0,,1,2
3197,26,24,"['玉山', 'Pi']",30000,0,230000,1,2
3198,34,2,"['玉山', 'Pi', '玉山']",,,700000,0,3
3199,30,12,[],300000,0,,0,2
3200,35,,['玉山'],150000,,1000000,0,2
3201,24,12,"['玉山', 'Ubear']",80000,,420000,0,2
3202,25,1,['玉山'],70000,,500000,0,4
3203,,,"['玉山', 'Ubear']",,0,,1,2
3204,28,56,"['玉山', 'Ubear']",,,1000000,0,2
3205,30,10,"['玉山', 'Ubear']",,0,280000,0,2
3206,,,[],,,,0,2
3207,35,17,['Ubear'],50000,,450000,0,2
3208,25,23,"['玉山', 'Ubear']",170000,,400000,0,2
3209,,,[],60000,,,1,2
3210,32,6,['玉山'],150000,,450000,0,2
3211,28,47,['玉山'],300000,,560000,0,4
3212,28,24,"['玉山', 'Ubear']",260000,,700000,0,2
3213,,,[],,,,0,2
3214,,,[],,,,0,2
3215,22,0,"['玉山', 'Ubear']",20000,0,930000,0,1
3216,31,,"['玉山', 'Ubear']",110000,,300000,0,2
3217,25,1,"['玉山', 'Ubear']",130000,,700000,0,2
3218,29,,['玉山'],120000,,600000,1,2
3219,32,8,"['玉山', 'Ubear']",50000,,0,0,2
3220,33,7,['Ubear'],150000,,450000,0,2
3221,32,96,[],,3,420000,1,2
3222,26,36,"['花旗', '聯邦']",,,600000,1,2
3223,29,711,['玉山'],,0,280000,0,2
3224,28,27,['玉山'],,0,,1,2
3225,24,3,[],,1,,1,2
3226,25,,[],500000,0,,1,4
3227,,,[],,,,0,2
3228,24,2,['玉山'],,1,400000,0,2
3229,,,[],,,,0,2
3230,26,36,['玉山'],,,500000,1,2
3231,,,[],,,,0,2
3232,34,72,[],200000,,5500000,1,4
3233,22,3,"['玉山', 'Pi']",,0,300000,0,1
3234,25,23,['一銀'],,0,500000,0,2
3235,,120,[],,2,,0,2
3236,28,36,[],,0,500000,1,2
3237,28,24,['玉山'],180000,0,600000,0,2
3238,31,0,['Ubear'],80000,,400000,0,4
3239,34,16,['玉山'],,0,700000,1,2
3240,27,20,['玉山'],110000,3,450000,1,4
3241,25,3,[],120000,,300000,1,2
3242,29,41,"['玉山', 'Pi']",500000,,1300000,1,2
3243,23,0,"['玉山', '玉山']",100000,,,0,2
3244,39,144,"['玉山', 'Pi']",160000,2,750000,1,2
3245,23,,['玉山'],,0,330000,1,1
3246,20,,['玉山'],20000,0,120000,0,1
3247,24,49,['玉山'],200000,0,540000,1,2
3248,23,12,['玉山'],150000,0,420000,1,3
3249,25,15,['玉山'],80000,,400000,0,2
3250,20,24,['玉山'],20000,0,150000,1,1
3251,,24,[],20000,0,200000,1,1
3252,28,,[],150000,0,1000000,1,2
3253,30,24,['玉山'],500000,1,,1,2
3254,33,,['玉山'],,0,,1,2
3255,28,36,[],110000,3,,0,2
3256,25,2,[],,1,600000,1,2
3257,,,[],,,,0,2
3258,31,11,"['玉山', 'Only']",500000,,,0,2
3259,26,17,"['玉山', 'Only', 'Ubear']",30000,,700000,0,2
3260,25,,"['玉山', 'Only']",,,600000,0,2
3261,29,48,"['玉山', 'Only']",180000,,500000,0,2
3262,,120,"['玉山', 'Only', '玉山', 'Ubear']",400000,,800000,0,2
3263,,,[],,,,0,2
3264,,,[],,,,0,2
3265,36,1,"['玉山', 'Only']",600000,,1000000,0,2
3266,,,[],,,,0,2
3267,41,48,"['玉山', 'Only']",,0,,0,2
3268,24,24,"['玉山', 'Pi']",100000,1,350000,1,2
3269,35,132,"['玉山', 'Pi']",300000,0,,1,2
3270,29,10,"['玉山', '玉山', 'Ubear', '台新', 'GoGo']",,,700000,0,2
3271,23,12,"['玉山', 'Pi']",100000,0,350000,1,2
3272,,,[],,,,0,2
3273,25,,"['玉山', 'Pi']",200000,0,1100000,1,2
3274,25,18,"['台新', 'GoGo']",20000,0,100000,1,1
3275,24,2,"['台新', 'GoGo', '玉山']",,1,400000,0,2
3276,34,12,"['玉山', 'Pi', '玉山', '台新', 'Flygo']",300000,0,,1,4
3277,36,108,[],,,,1,2
3278,22,,"['玉山', 'Pi']",20000,0,300000,1,1
3279,,,[],,,,0,2
3280,21,1,['玉山'],50000,,20000,0,2
3281,29,36,['玉山'],30000,,1200000,0,2
3282,21,3,['玉山'],,1,200000,0,1
3283,22,3,[],,,0,0,2
3284,30,36,"['玉山', 'Pi']",450000,0,,1,2
3285,24,3,"['玉山', 'Pi']",80000,0,,0,2
3286,25,24,"['國泰', '台新']",200000,0,,1,2
3287,29,48,[],,3,,1,4
3288,31,,"['玉山', 'Pi']",,0,,1,4
3289,35,108,"['玉山', 'Pi']",,2,600000,1,2
3290,26,19,['玉山'],,3,900000,0,2
3291,,,[],,,,0,2
3292,25,15,[],,1,700000,1,2
3293,24,6,"['玉山', 'Ubear']",110000,0,380000,0,2
3294,,,[],,,0,0,2
3295,28,27,"['玉山', 'Pi', '玉山']",300000,0,1400000,1,2
3296,25,10,"['玉山', 'Pi', 'Ubear']",100000,,500000,0,2
3297,23,10,"['玉山', 'Pi']",100000,,550000,1,2
3298,36,60,[],,,600000,1,2
3299,28,48,"['玉山', '永豐', 'dawho']",,0,880000,1,2
3300,25,19,"['玉山', '兆豐', 'e秒刷鈦金卡']",150000,1,350000,1,2
3301,,4,"['台新', 'Flygo', '玉山', 'Pi']",,1,450000,0,2
3302,36,120,"['玉山', 'Pi', '台新', 'Flygo']",350000,3,,0,2
3303,,75,[],,0,1000000,1,2
3304,34,42,"['玉山', '台新', 'GoGo']",50000,3,750000,1,3
3305,24,6,"['台新', 'GoGo']",50000,0,310000,1,2
3306,25,,"['玉山', 'Pi', '華南']",130000,0,300000,1,2
3307,26,1,[],,0,700000,1,2
3308,26,0,['Pi'],,0,900000,0,2
3309,34,24,"['玉山', '匯豐', '現金回饋御璽卡', '台新', 'GoGo', '國泰', 'KOKO']",,3,510000,1,2
3310,32,36,['玉山'],100000,1,600000,1,2
3311,23,0,['玉山'],20000,0,200000,1,1
3312,,,[],,,,0,2
3313,,84,[],,,,1,2
3314,,,[],,,,0,2
3315,33,48,"['玉山', 'Pi']",700000,,600000,1,2
3316,34,,"['玉山', 'Pi']",250000,0,650000,1,2
3317,31,12,[],,,850000,1,2
3318,31,24,"['Pi', 'Ubear']",200000,,450000,0,2
3319,26,12,"['台新', 'Flygo', '玉山']",,0,,0,4
3320,35,60,[],,0,950000,1,2
3321,35,60,[],,0,950000,1,2
3322,24,27,[],180000,0,600000,0,2
3323,,,"['玉山', 'Pi']",150000,0,,1,2
3324,36,0,[],30000,0,0,1,2
3325,,,[],,,,0,2
3326,35,24,"['玉山', 'Pi', 'Ubear']",130000,,360000,1,2
3327,31,36,"['玉山', 'Pi']",180000,3,900000,0,2
3328,25,24,"['玉山', 'Pi']",30000,0,300000,0,2
3329,27,24,"['玉山', 'Pi']",80000,1,250000,0,2
3330,24,8,"['玉山', 'Pi']",70000,1,250000,1,2
3331,26,21,"['玉山', 'Pi']",180000,0,500000,1,2
3332,,,[],,,,0,2
3333,22,48,['玉山'],,0,480000,1,2
3334,35,39,[],,0,700000,1,3
3335,26,17,"['玉山', 'Pi']",,0,800000,1,2
3336,,,"['玉山', 'Pi']",400000,3,,0,2
3337,,,[],,,,0,2
3338,27,58,[],,0,600000,1,2
3339,,48,['玉山'],,0,,1,2
3340,,102,['Pi'],400000,0,500000,0,2
3341,23,12,"['玉山', 'Pi']",,0,400000,1,2
3342,25,3,[],60000,0,300000,1,2
3343,26,0,['玉山'],,0,360000,0,3
3344,,,[],,,,0,2
3345,33,108,"['玉山', 'Pi']",500000,2,1200000,1,2
3346,28,,"['玉山', 'Pi', 'Ubear']",130000,0,300000,1,2
3347,,3,['玉山'],,1,360000,0,2
3348,25,12,"['玉山', 'Pi', '台新', 'GoGo']",,0,350000,1,2
3349,20,12,[],20000,3,200000,0,1
3350,36,120,"['玉山', 'Pi']",,,700000,0,2
3351,25,1,"['玉山', 'Pi']",80000,0,400000,0,3
3352,30,96,['玉山'],180000,0,700000,1,4
3353,26,7,[],,0,600000,0,2
3354,21,,"['玉山', 'Pi']",,0,,1,2
3355,31,60,['玉山'],,0,320000,0,2
3356,22,,"['玉山', 'Pi']",20000,,352019,0,1
3357,,,[],,,,0,2
3358,23,2,['玉山'],30000,0,650000,0,2
3359,33,12,['玉山'],,0,500000,1,2
3360,22,20,"['玉山', 'Pi']",,,360000,0,2
3361,26,13,['玉山'],120000,,720000,0,4
3362,27,26,"['玉山', '兆豐']",,0,,1,2
3363,25,,['台新'],,0,,1,2
3364,25,4,['玉山'],100000,0,400000,1,2
3365,28,36,['玉山'],50000,1,300000,0,2
3366,24,7,['玉山'],,0,350000,0,2
3367,,,[],,,,0,2
3368,,,[],,,,0,2
3369,,,[],,,,0,2
3370,28,22,['玉山'],160000,,600000,0,2
3371,36,108,"['玉山', 'Ubear']",190000,,900000,0,3
3372,35,108,"['玉山', 'Ubear']",280000,,700000,0,3
3373,34,10,['Ubear'],300000,,1000000,0,2
3374,30,84,"['玉山', 'Ubear']",200000,,420000,0,2
3375,27,36,['Ubear'],120000,,500000,0,2
3376,,,[],,,,0,2
3377,,,[],,,,0,2
3378,28,70,[],,0,600000,1,2
3379,,120,"['玉山', 'Ubear']",350000,,580000,1,2
3380,35,12,['Ubear'],70000,,,1,2
3381,28,120,['玉山'],30000,0,200000,0,2
3382,,,[],,,,0,2
3383,28,2,"['玉山', '永豐', 'dawho']",120000,,800000,1,2
3384,,,[],,,,0,2
3385,33,12,['Ubear'],130000,,240000,0,2
3386,30,40,"['玉山', 'Ubear']",110000,,600000,1,2
3387,28,3,['玉山'],200000,,1100000,0,2
3388,,48,"['匯豐', '富邦']",,0,,1,2
3389,34,144,"['玉山', 'Ubear']",450000,0,900000,1,2
3390,26,13,[],50000,1,480000,0,2
3391,,,[],180000,,,0,2
3392,30,48,"['玉山', 'Ubear']",10000,,500000,0,2
3393,30,10,"['玉山', 'Ubear', '永豐', 'dawho']",150000,,600000,0,2
3394,,,[],,,,0,2
3395,,,[],,,,0,2
3396,24,,"['玉山', 'Pi']",130000,,100000,0,3
3397,31,72,['玉山'],70000,,200000,0,2
3398,27,2,['玉山'],100000,0,280000,1,2
3399,24,13,"['玉山', 'Ubear']",170000,,470000,0,2
3400,,,[],,,,0,2
3401,,,['玉山'],,2,700000,1,2
3402,26,36,"['玉山', 'Ubear']",100000,,420000,0,2
3403,35,,"['玉山', '永豐', 'dawho']",,,,0,2
3404,29,37,['玉山'],100000,,450000,0,3
3405,23,4,[],100000,,450000,0,2
3406,30,12,[],,,600000,0,2
3407,,,[],,,,0,2
3408,29,24,"['玉山', 'Ubear', '花旗', '饗樂卡']",109000,,500000,0,2
3409,29,7,"['玉山', 'Ubear', 'Pi']",300000,,600000,0,2
3410,28,0,"['玉山', 'Ubear']",,,,0,2
3411,25,2,[],120000,0,500000,1,2
3412,,,[],,,,0,2
3413,,,[],,,,0,2
3414,27,5,"['玉山', 'Ubear']",100000,,600000,0,2
3415,,,[],,,,0,2
3416,,,[],,,,0,2
3417,23,,"['玉山', 'Ubear']",,0,,1,2
3418,21,4,"['玉山', 'Ubear']",20000,1,300000,0,2
3419,,,[],,,,0,2
3420,27,14,"['玉山', 'Ubear', '匯豐']",50000,,480000,0,2
3421,28,,"['玉山', 'Ubear', '聯邦', '賴點卡']",130000,,300000,1,2
3422,27,8,"['玉山', 'Ubear']",150000,,700000,0,2
3423,29,2,"['玉山', 'Ubear']",70000,,500000,0,2
3424,,,[],,,,0,2
3425,25,2,"['玉山', 'Ubear']",150000,,1000000,0,2
3426,43,,[],,0,,0,2
3427,23,24,"['玉山', '花旗']",,0,650000,1,2
3428,28,24,['玉山'],400000,0,,0,4
3429,27,24,['玉山'],,0,,1,2
3430,32,36,['玉山'],,0,,0,2
3431,23,0,['玉山'],80000,0,750000,0,1
3432,,48,['玉山'],,0,,1,2
3433,36,108,[],300000,0,,1,2
3434,27,20,['玉山'],,0,800000,1,2
3435,,60,[],300000,0,,0,4
3436,32,24,['玉山'],,0,1600000,0,2
3437,,,[],,,,0,2
3438,30,24,[],,0,,1,2
3439,29,12,['玉山'],,0,,0,2
3440,32,48,['玉山'],,2,1800000,1,2
3441,,36,[],300000,0,,0,2
3442,33,72,"['玉山', '法拉利無限卡']",600000,0,1200000,1,2
3443,,,[],,0,,1,2
3444,25,24,[],300000,0,,1,2
3445,,48,[],300000,,450000,1,2
3446,35,,['玉山'],300000,,800000,0,2
3447,27,72,[],300000,0,550000,0,2
3448,30,40,"['玉山', 'Ubear']",300000,,600000,0,2
3449,24,1,[],,,,1,1
3450,29,48,['玉山'],300000,3,,0,2
3451,29,84,['玉山'],500000,,1400000,0,3
3452,,,[],,,,0,2
3453,50,264,['玉山'],,0,3000000,1,2
3454,,120,['玉山'],,2,,0,2
3455,31,,['玉山'],300000,0,,1,2
3456,35,96,['玉山'],,0,,1,2
3457,22,15,['玉山'],,0,700000,1,3
3458,31,60,['玉山'],,0,2000000,1,2
