rec_no,vs1,vs2,vq1,vq2,vq3_1,vq3_2,vq3_3,vq3_4,vq3_5,vq3_6,vq3_7,vq3_8,vq3a,vq4_1,vq4_2,vq4_3,vq4_4,vq4_5,vq4_6,vq4_7,vq4_8,vq4a,vq5,vq5a,vq6_1,vq6_2,vq6_3,vq6_4,vq6_5,vq6_6,vq6_7,vq6_8,vq6a,vq7,vq7a,vq8,vq9_1,vq9_2,vq9_3,vq9_4,vq9_5,vq9_6,vq9_7,vq9_8,vq9a,vq10,vq11,vq12_1,vq12_2,vq12_3,vq12_4,vq12_5,vq12_6,vq12_7,vq12a,vq13_1,vq13_2,vq13_3,vq13_4,vq13_5,vq13_6,vq13_7,vq13_8,vq13a,vq14_1,vq14_2,vq14_3,vq14_4,vq14_5,vq14_6,vq14_7,vq14_8,vq14a,vq15,vq16,vq16a,vq17_1,vq17_2,vq17_3,vq17_4,vq17_5,vq17a,vq18_1,vq18_2,vq18_3,vq18_4,vq18_5,vq18_6,vq18_7,vq18_8,vq19,vq20,vq21,vq22,vq22a,vq23,vq23a,vq24,vq24a,vq25,vq25a,vq26_1,vq26_2,vq27,vq28,vq29,vq30_1,vq30_2,vq30_3,vq30_4,vq30_5,vq30_6,vq30a,vq31,vq31a,vq32,vq32a,vq33,vq33a,vq34,vq34a,vq35,vq35a,vq36,vq36a,vq37,vq38_1,vq38_2,vq38_3,vq38_4,vq38_5,vq38_6,vq38_7,vq38_8,vq38a,vq39_1,vq39_2,vq39_3,vq39_4,vq39_5,vq39_6,vq39_7,vq39_8,vq39a,vq40,vq40a,vq41_1,vq41_2,vq41_3,vq41_4,vq41_5,vq41a,vq42,vq42a,vq43_1,vq43_2,vq43_3,vq43_4,vq43_5,vq43_6,vq43a,vq44_1,vq44_2,vq44_3,vq44_4,vq44_5,vq44_6,vq44a,vq45_1,vq45_2,vq45_3,vq45_4,vq45a,vq46_1,vq46_2,vq46_3,vq46_4,vq46a,vq47_1,vq47_2,vq47_3,vq47_4,vq47a,vq48_1,vq48_2,vq48_3,vq48a,vq49,vq50,vq51_1,vq51_2,vq51_3,vq51_4,vq51_5,vq51_6,vq51_7,vq51_8,vq51a,vq52_1,vq52_2,vq52_3,vq52_4,vq52_5,vq52_6,vq52_7,vq52_8,vq52a,vq53,vq54_1,vq54_2,vq54_3,vq54_4,vq54_5,vq54_6,vq54_7,vq54_8,vq54a,vq55_1,vq55_2,vq55_3,vq55_4,vq55_5,vq55_6,vq55_7,vq55_8,vq55a,vq56,vq57,vq57a,vq58,vq58a,vq59,vq60_1,vq60_2,vq60_3,vq60_4,vq60_5,vq60_6,vq60_7,vq60_8,vq61,vq61a,vq62,vq62a,vq63,vq63a,vq64,vq64a,vq65,vq66,vq67,vq68,vq69,vq70,vq71,vq72,vq73,vq74,vq75,vq76,vq77,vq78,vq79,vq80,vq81,vq82,vq83,vq84,vq85,vq86,vq87,vq88,vq89,vq90,vs3,vs4,vs6,vs7,vs7a,vs8,vs9,vs10,vs11,vs12_1,vs12_2,vs12_3,vs12_4,vs12_5,vs12_6,vs12_7,vs12_8,vs12a,vs12b,vs12c,vs12d,vs12e,vs12f,vs12g,vs12h,vs12i,vs12j,vs12k,vs12l,vs12m,vs12n,vs12z,vs12za,varea,age,area,sex,marriage,edu,income,live,job,w3
1924,6,6,76,1,5,6,1, , , , , , ,1,5,6, , , , , , ,6, ,6,5,4,3, , , , , ,6, ,1,6, , , , , , , , ,14,2, , , , , , , , ,90, , , , , , , , , , , , , , , , , , , , , , , , , , ,13, , , , , , , ,6,6,6,2, ,2, ,1505, ,2, ,3, , , , ,1, , , , , , ,1, ,5, , , , , , , , , ,1,5,6, , , , , , , ,3,4, , , , , , , ,2, ,1, , , , , ,96, ,3, , , , , , ,90, , , , , , ,90, , , , , , , , , , , , , , ,2, , , ,1,1,26,13,2,24,20,27, , , ,2,13,20,24,26,27, , , ,2, , , , , , , , , , , , , , , , , , , , , ,96, , ,1,6, , , , , , ,6, ,7, ,8, ,1, ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,13, ,5,5,2,4,9,1,4, , , , , ,1, , ,5, , , , ,1, , , , , , , ,5001,2,500,1,1,5,5,1,13,.891683824532909
5704,10,10,62,2,8,9,5,1,4,3,6, , ,4,5,6, , , , , , ,6, ,3,5,4,6,1, , , , ,6, ,1,5, , , , , , , , ,10,2, , , , , , , , ,4, , , , , , , , ,4, , , , , , , , , , , , , , , , , ,5,6,25,2,3,24,8, ,3,3,5,1, ,94,新頻道,1001, ,1, ,1, ,1,999996, ,1,2,3,4, , , ,1, ,5, , , , , , , , , ,1,1,3,4,5,8, , , , ,2, , , , , , , , ,2, ,1, , , , , ,1, ,3, , , , , , ,90, , , , , , ,2, , , , ,90, , , , , , , , , ,1,2, , ,1,1,20,23,10,26,25,6,1,18, ,1,6,10, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,94,家人反對, ,1,6,8, , , , , ,8, ,1, ,8, ,3, ,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2,3,2,2,96,2,96,96,96,2,3,2,1,7,16, ,5,2,1,4,8,1,9,11,5,12,4, ,1, , ,5,3, , ,3,1, ,2,1, , , , ,3004,3,300,2,2,7,5,1,16,1.94808560778737
3404,3,3,87,1,3,6,5, , , , , , ,3,6, , , , , , , ,6, ,6,3, , , , , , , ,6, ,1,9,6, , , , , , , ,5,2, , , , , , , , ,1,4,7, , , , , , ,7, , , , , , , , , , , , , , , , , ,2,23,13,16,26,6,1,8,3,1,5,1, ,1, ,403, ,3, ,3, , , , ,1,3, , , , , ,1, ,4, , , , , , , , , ,1,2,5,8,10,11, , , , ,1,2,3, , , , , , ,1, ,90, , , , , ,1, ,2,3,4, , , , ,90, , , , , , ,1,2,3, , ,90, , , , , , , , , ,2, , , ,1,2,3,1,25,7,13,12, , , ,1,12,25, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,1, , ,1,3,6,10, , , , ,1, ,1, ,10, ,3, ,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,7,21, , ,5,0,4,5,1,4,6,8, , , ,1, , ,5,1,2, ,1, , , , , , , , ,2001,1,200,1,1,7, ,1,21,.942737831198069
432,1,1,83,1,3,1,6,4,5, , , , ,1,3,4,5,6, , , , ,6, ,6,4,1,5,3, , , , ,6, ,2, , , , , , , , , , , , , , , , , , , ,90, , , , , , , , , , , , , , , , , , , , , , , , , , ,23,3,26,22,27,2,1,5,2,5,5,96, ,96, ,304, ,3, ,96, , , , ,1,2,3,4, , , ,1, ,5, , , , , , , , , ,1,2,5,6,8, , , , , ,1,2,3,4,8, , , , ,2, ,1,2,4, , , ,1, ,2,3, , , , , ,90, , , , , , ,1,2,3, , ,90, , , , , , , , , ,2, , , ,1,2,1, , , , , , , , ,1, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,1, , ,1,3,4,7,8,10,12, ,7, ,7, ,1, ,2, ,1,2,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,2,2,2,2,2,3,3,2,3,1,96,7,23, , ,4,0,4,8,1,6,4, , , , ,1, , ,5, ,1, ,1, , , , , , , , ,1006,1,100,1,1,7, ,96,23,1.0242046096512
819,1,1,91,2,6,4,1, , , , , , ,1,4,6, , , , , , ,6, ,6,1, , , , , , , ,6, ,2, , , , , , , , , , , , , , , , , , , ,90, , , , , , , , , , , , , , , , , , , , , , , , , , ,6,10,13,8,1,2, , ,5,5,5,1, ,7, ,310, ,3, ,3, , , , ,1,4, , , , , ,1, ,5, , , , , , , , , ,1,2,10, , , , , , , ,1,7,8, , , , , , ,96, ,90, , , , , ,96, ,3, , , , , , ,3, , , , , , ,90, , , , , , , , , ,3, , , , ,1, , , ,1,1,1,3,18, , , , , , ,18, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,1, , ,1,8,10, , , , , ,1, ,1, ,3, ,6, ,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,1,5,21, , ,5,1,4,9,1,6,4, , , , ,1, , ,5, ,1, , ,2, , , , , , , ,1009,1,100,2,1,5, ,1,21,1.12016243482116
823,2,2,63,2,1,6,3,5, , , , , ,6, , , , , , , , ,6, ,1, , , , , , , , ,1, ,2, , , , , , , , , , , , , , , , , , , ,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , ,1,3,13,6,10,2, , ,4,2,4,1, ,5, ,208, ,3, ,3, , , , ,1, , , , , , ,1, ,4, , , , , , , , , ,1,2,6, , , , , , , ,2,3, , , , , , , ,1, ,90, , , , , ,1, ,3,4, , , , , ,90, , , , , , ,2, , , , ,90, , , , , , , , , ,1, , , ,1,1,5,4,18,2,20,13,11, , ,2,4,5, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,2, , ,1,3,4,6,10,11, , ,1, ,1, ,3, ,4, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,5,19, ,98,5,2,4,6,1,4,5, , , , ,1, , ,5,1,1, , , , , , , , , , ,1009,3,100,2,2,5,96,1,19,.823646609389764
914,5,5,57,1,5,2,3,6, , , , , ,2,5,6, , , , , , ,6, ,2, , , , , , , , ,2, ,2, , , , , , , , , , , , , , , , , , , ,90, , , , , , , , , , , , , , , , , , , , , , , , , , ,6,2,8, , , , , ,6,6,6,1, ,1, ,9995, ,1, ,1, ,1,770, ,1,2, , , , , ,1, ,5, , , , , , , , , ,2, , , , , , , , , , , , , , , , , , ,3, ,1,4, , , , ,96, ,90, , , , , , , , , , , , , ,90, , , , , , , , , , , , , , ,1, , , ,2, , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,1, , ,1, , , , , , , ,1, ,1, ,96, ,96, ,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,5,22, , ,5,1,4,4,1,7,5,8, , , ,1, , ,5,2, ,1,1, , , , , , , , ,4005,4,400,1,2,5, ,1,22,.996866623685631
1225,9,9,58,1,10,5,1,3,6,4, , , ,3,6, , , , , , , ,6, ,3,1,5, , , , , , ,3, ,2, , , , , , , , , , , , , , , , , , , ,90, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,22,13,8,3,17,20,6,2,3,3,1, ,1, ,701, ,2, ,3, , , , ,1,3, , , , , ,1, ,5, , , , , , , , , ,1,1,3,5,6, , , , , ,2,3,9, , , , , , ,3, ,1, , , , , ,1, ,2,3, , , , , ,2,3, , , , , ,1,2, , , ,1,2, , , ,1, , , , ,1, , , ,1,1,15,10,11,27,20,26, , , ,11,27, , , , , , , ,1,14,17, , , , , , , ,9,7,6, , , , , , ,8000,1, , , ,2,1,5,6, , , , , ,6, ,1, ,3, ,6, ,3,3,3,3,3,3,3,3,3,3,3,3,4,2,2,2,3,3,3,3,3,3,3,3,3,3,2,1,6,11, ,23,4,1,4,9,1,14,4,8,5, , ,1, , ,5,1, , ,1,1, , , , ,1, , ,2003,4,200,1,2,6,8,1,11,.593114138456361
1613,1,1,41,2,3,4,6,2, , , , , ,2,6, , , , , , , ,96, ,6,2, , , , , , , ,2, ,96, , , , , , , , , , , , , , , , , , , ,96, , , , , , , , , , , , , , , , , , , , , , , , , , ,7,8,20,6, , , , ,6,2,2,1, ,96, ,301, ,2, ,3, , , , ,1, , , , , , ,1, ,3, , , , , , , , , ,1,6,8, , , , , , , ,1,3, , , , , , , ,3, ,90, , , , , ,1, ,3, , , , , , ,90, , , , , , ,90, , , , , , , , , , , , , , ,1, , , ,1,1,18,5, , , , , , , ,18, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,3, , ,1,2,6,10, , , , ,1, ,1, ,3, ,2, ,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,96,2,96,96,96,96,3,3,3,2,2,1,5,22, , ,5,0,4,8,1,9,4,7, , , ,1, , ,5, , ,1,1,1, , , , , , , ,1003,6,100,2,2,5, ,1,22,2.12002248472898
1615,2,2,41,2,3,1,6, , , , , , ,1,6, , , , , , , ,1, ,1,6, , , , , , , ,1, ,96, , , , , , , , , , , , , , , , , , , ,96, , , , , , , , , , , , , , , , , , , , , , , , , , ,7,6,26,1,8, , , ,6,3,3,96, ,96, ,201, ,1, ,3, , , , ,1, , , , , , ,1, ,3, , , , , , , , , ,1,8, , , , , , , , ,1,3, , , , , , , ,3, ,90, , , , , ,96, ,90, , , , , , , , , , , , , ,90, , , , , , , , , , , , , , ,1, , , ,2, , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,96, , ,1,6,7,8, , , , ,1, ,1, ,3, ,2, ,1,1,1,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,2,1,4,22, , ,5,1,4,6,1,4,8, , , , ,1, , ,5, ,1, ,2, , , , , , , , ,1003,6,100,2,2,4, ,1,22,1.30255184295822
3102,1,1,90,2,5,3,6, , , , , , ,3,6, , , , , , , ,6, ,6, , , , , , , , ,6, ,2, , , , , , , , , , , , , , , , , , , ,7, , , , , , , , ,7, , , , , , , , , , , , , , , , , ,13,2, , , , , , ,2,2,6,1, ,96, ,9996, ,2, ,96, , , , ,1,3, , , , , ,1, ,3, , , , , , , , , ,1,2,5,10,11, , , , , ,1,4, , , , , , , ,3, ,96, , , , , ,1, ,1,2,3,4, , , ,90, , , , , , ,1,2, , , ,90, , , , , , , , , ,1, , , ,1,1,26,5,7, , , , , , ,5,26, , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,1, , ,6, , , , , , , ,6, ,6, ,7, ,1, ,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,5,21, , ,5,1,4,4,1,8, , , , , ,1, , ,5, , , ,2, , , , , , , , ,1007,1,100,2,1,5, ,1,21,1.12016243482116
3116,2,2,66,1,3,6,1, , , , , , ,1,6, , , , , , , ,96, ,1, , , , , , , , ,1, ,2, , , , , , , , , , , , , , , , , , , ,90, , , , , , , , , , , , , , , , , , , , , , , , , , ,6,1, , , , , , ,5,2,6,1, ,1, ,207, ,1, ,1, ,1,800, ,1,3, , , , , ,1, ,3, , , , , , , , , ,2, , , , , , , , , , , , , , , , , , ,3, ,1, , , , , ,2, ,90, , , , , , , , , , , , , ,90, , , , , , , , , , , , , , ,1, , , ,1,1,25,14,24, , , , , , ,24, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,1, , ,90, , , , , , , , , ,9, ,1, ,6, ,1,1,1,1,1,1,1,1,1,98,98,2,2,2,2,2,3,3,2,2,2,3,2,96,2,96,2,1,5,22, , ,5,0,3,6,1,9,4, , , , ,1, , ,5, ,1, , ,1, , , , , , , ,1007,3,100,1,2,5, ,1,22,.753089576865929
5072,4,4,85,1,2,4,6,3, , , , , ,6, , , , , , , , ,6, ,4,6, , , , , , , ,6, ,2, , , , , , , , , , , , , , , , , , , ,96, , , , , , , , , , , , , , , , , , , , , , , , , , ,16,8,23,7,2,6, , ,1,2,2,1, ,1, ,9996, ,1, ,1, ,96,999996, ,1,4, , , , , ,1, ,3, , , , , , , , , ,1,1,2,4,5, , , , , ,2, , , , , , , , ,2, ,1, , , , , ,1, ,3, , , , , , ,3, , , , , , ,1, , , , ,90, , , , ,96, , , , ,2, , , ,1,1,10,3,7,18,4, , , , ,18, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,1, , ,1,8, , , , , , ,8, ,6, ,1, ,2, ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,7,98, ,98,98,98,98,8,1,4,9, , , , ,1, , ,5, , , ,1,1, , , , , , , ,3002,1,300,1,1,7,96,2,96,1.11074296252846
1013,5,5,34,1,4,5,2,6,3,1, , , ,90, , , , , , , , , , ,1, , , , , , , , ,1, ,96, , , , , , , , , , , , , , , , , , , ,90, , , , , , , , , , , , , , , , , , , , , , , , , , ,8,6,14, , , , , ,6,6,6,1, ,1, ,1404, ,1, ,96, , , , ,90, , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , ,96, ,96, , , , , ,96, ,90, , , , , , , , , , , , , ,90, , , , , , , , , , , , , , ,90, , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,7, , ,1,3, , , , , , ,3, ,1, ,3, ,96, ,1,1,1,1,96,96,96,96,96,1,1,96,96,3,3,3,96,96,96,96,96,96,96,96,96,96,2,1,4,1, ,96,5,3,4,5,1,8,7,2,6,4,3,2,2,2,4,2,1,1,2, , , , , , , , ,4005,6,400,1,2,4,96,1,1,1.39831103650112
1223,9,13,54,2,6,2,5,7, , , , , ,6, , , , , , , , ,6, ,6,4, , , , , , , ,6, ,2, , , , , , , , , , , , , , , , , , , ,90, , , , , , , , , , , , , , , , , , , , , , , , , , ,3,2,13,1,6,7, , ,3,2,5,1, ,1, ,9995, ,1, ,3, , , , ,1, , , , , , ,1, ,5, , , , , , , , , ,1,2, , , , , , , , ,1,3,7, , , , , , ,2, ,90, , , , , ,1, ,3,4, , , , , ,90, , , , , , ,1,2, , , ,90, , , , , , , , , ,1, , , ,2, , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,4, , ,7,8,9, , , , , ,8, ,7, ,4, ,96, ,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,4,3,3,96,96,4,3,3,2,96,96,2,1,7,19, ,98,4,0,4,4,1,8,6,2,9, , ,1,2, ,4, ,2, ,1,2, , , , , , , ,2003,4,400,2,2,7,96,1,19,.943177650490379
5811,1,1,74,2,4,2,6,9,3, , , , ,2,4,6, , , , , , ,4, ,2, , , , , , , , ,2, ,1,6,1,4,9,7, , , , ,1,2, , , , , , , , ,4, , , , , , , , ,90, , , , , , , , , , , , , , , , , ,3,27,5,6,4,25,22,2,3,3,3,1, ,1, ,304, ,1, ,3, , , , ,1,2,3,4, , , ,4, , , , , , , ,5, , , ,1,1,2,3,5,11, , , , ,1,2,3,7,8,9, , , ,3, ,90, , , , , ,1, ,3,4, , , , , ,3, , , , , , ,2, , , , ,90, , , , ,1, , , , ,1, , , ,1,1,10,27,13,20,25,26, , , ,13,26,27, , , , , , ,1,94, , , , , , , ,Taiwan pay,7,94, , , , , , ,繳款 轉帳,2000,94,業績壓力, , ,5,1,3,6,7,8,10, , ,7, ,7, ,6, ,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,2,3,3,3,96,96,2,96,1,1,7,11, ,23,4,0,4,5,1,4,2,6,8,7,9,1,1, ,4,1,1,1,1,2, , , , , , , ,5005,2,100,2,1,7,8,1,11,1.12980869275693
507,2,1,82,2,2,6,4,8,10,7,9,3, ,2,3,4,6,7,8,10, , ,6, ,6,2,5,4,3, , , , ,6, ,1,8,9,3, , , , , , ,28,1,2,3, , , , , , ,1,4,5,6,7, , , , ,1,4,5,6, , , , , ,2, , , , , , , , ,8,16,25,2,1,7,13,17,3,1,2,1, ,1, ,9996, ,2, ,1, ,1,3000, ,1,2,3,4,5, , ,1, ,4, , , , , , , , , ,1,1,2,3,4,5,6,8, , ,1,2,3, , , , , , ,2, ,1, , , , , ,1, ,4, , , , , , ,4, , , , , , ,2, , , , ,90, , , , , , , , , ,1,2, , ,1,2,1, , , , , , , , ,1, , , , , , , , ,1,9,10,11, , , , , , ,8,1,3,12,5,2, , , ,6000,1, , , ,1,1,3,6,8,10,12, , ,10, ,1, ,6, ,3, ,1,96,2,2,1,1,1,1,96,1,3,1,3,2,2,2,2,3,3,4,4,3,1,3,4,4,1,1,7,10, ,5,3,0,4,4,10,1,8,9,11,12, ,1, , ,8, , , ,1,2,2,2,3, , , , ,1008,1,100,2,1,7,5,1,10,1.12016243482116
813,1,1,52,1,1,6,3, , , , , , ,1,3,6, , , , , , ,6, ,1, , , , , , , , ,1, ,2, , , , , , , , , , , , , , , , , , , ,4, , , , , , , , ,4, , , , , , , , , , , , , , , , , ,1,6,2,8,3, , , ,5,1,3,1, ,1, ,310, ,3, ,3, , , , ,1,3, , , , , ,1, ,3, , , , , , , , , ,1,11, , , , , , , , ,1, , , , , , , , ,1, ,90, , , , , ,96, ,3,4, , , , , ,90, , , , , , ,90, , , , , , , , , , , , , , ,2, , , ,1,2,1, , , , , , , , ,1, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,2, , ,1,3,6, , , , , ,1, ,1, ,6, ,3, ,1,2,1,1,2,2,2,2,2,2,2,2,2,1,2,1,2,1,1,1,1,1,1,1,2,2,2,1,7,16, ,6,4,0,4,2,1,6,4,8, , , ,1,1, ,4, ,1, ,1, , , , , , , , ,1009,4,100,1,2,7,6,1,16,1.38190904351976
1114,20,20,72,2,6,1, , , , , , , ,1,6, , , , , , , ,1, ,1, , , , , , , , ,1, ,2, , , , , , , , , , , , , , , , , , , ,4, , , , , , , , ,4, , , , , , , , , , , , , , , , , ,6,13,20, , , , , ,1,1,6,1, ,90, ,1201, ,1, ,3, , , , ,1, , , , , , ,1, ,5, , , , , , , , , ,1,1, , , , , , , , ,4, , , , , , , , ,96, ,90, , , , , ,2, ,3, , , , , , ,90, , , , , , ,90, , , , , , , , , , , , , , ,96, , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,3, , ,1,8, , , , , , ,1, ,1, ,8, ,96, ,1,1,1,1,1,1,1,4,2,2,4,2,4,3,3,2,2,2,2,1,4,2,4,4,2,96,1,1,6,7, ,4,5,2,4,6,1,2,4, , , , ,1,1, ,4, ,2, , , , , , , , , , ,4004,2,400,2,1,6,4,1,7,.539730876726663
2904,11,11,53,1,4,1,6, , , , , , ,1, , , , , , , , ,1, ,6, , , , , , , , ,6, ,2, , , , , , , , , , , , , , , , , , , ,96, , , , , , , , , , , , , , , , , , , , , , , , , , ,8, , , , , , , ,1,1,1,1, ,1, ,9995, ,1, ,3, , , , ,1, , , , , , ,1, ,3, , , , , , , , , ,1,5, , , , , , , , ,2, , , , , , , , ,1, ,90, , , , , ,96, ,90, , , , , , , , , , , , , ,90, , , , , , , , , , , , , , ,1, , , ,2, , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,2, , ,1, , , , , , , ,1, ,1, ,3, ,4, ,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,4,2,3,2,2,1,2,2,2,2,2,1,5,13, ,5,5,0,2,2,1,4,6, , , , ,1,1, ,4, ,1, , , , , , , , , , ,3005,4,300,1,2,5,5,1,13,.326297711264689
709,8,8,41,1,6,3,1, , , , , , ,1,3,6, , , , , , ,6, ,6,1,3, , , , , , ,1, ,2, , , , , , , , , , , , , , , , , , , ,90, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,13,2,8, , , , ,5,2,5,1, ,1, ,601, ,3, ,3, , , , ,1,3, , , , , ,1, ,2, , , , , , , , , ,1,2,5, , , , , , , ,2,3, , , , , , , ,1, ,90, , , , , ,3, ,2,3,4, , , , ,90, , , , , , ,90, , , , , , , , , , , , , , ,1, , , ,1,1,7,18,23, , , , , , ,7,18, , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,3, , ,1,3,6,8,10, , , ,1, ,1, ,3, ,6, ,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,5,22, , ,5,2,4,6,1,4,8, , , , ,3, , ,4, ,2, ,2, , , , , , , , ,2005,6,200,1,2,5, ,1,22,.582925970087319
724,3,3,54,1,1,3,6, , , , , , ,1,3,6, , , , , , ,6, ,3,1,6, , , , , , ,6, ,2, , , , , , , , , , , , , , , , , , , ,90, , , , , , , , , , , , , , , , , , , , , , , , , , ,13,8,1,4,25,6,3,2,6,3,5,1, ,1, ,402, ,1, ,3, , , , ,1,3, , , , , ,1, ,3, , , , , , , , , ,1,2,11, , , , , , , ,1,2,3, , , , , , ,1, ,90, , , , , ,2, ,2,3,4, , , , ,90, , , , , , ,90, , , , , , , , , , , , , , ,1, , , ,1,1,5,6,23,18,25,7,27, , ,5,6,7,18,23,25,27, , ,2, , , , , , , , , , , , , , , , , , , , , ,3, , ,1,2,3,4,6,8,10, ,1, ,1, ,3, ,6, ,2,2,1,2,1,1,1,1,2,4,3,2,4,2,2,2,2,1,2,1,2,1,4,3,2,2,2,1,5,3, ,6,4,0,4,6,1,8,4, , , , ,3, , ,4, ,2, ,2, , , , , , , , ,2004,4,200,1,2,5,6,1,3,1.27198991522259
728,3,3,79,1,4,6,3,5,1, , , , ,3,5,6, , , , , , ,3, ,3,5,6,1, , , , , ,3, ,2, , , , , , , , , , , , , , , , , , , ,90, , , , , , , , , , , , , , , , , , , , , , , , , , ,3,25,6,8,1,13,2, ,5,2,5,1, ,1, ,402, ,3, ,3, , , , ,1,2,3,4, , , ,1, ,3, , , , , , , , , ,1,2,5,11, , , , , , ,1,2,3, , , , , , ,1, ,90, , , , , ,2, ,90, , , , , , , , , , , , , ,90, , , , , , , , , , , , , , ,2, , , ,1,1,5,27,7,18,24,4,6,23, ,5,7,18,23,24, , , , ,2, , , , , , , , , , , , , , , , , , , , , ,2, , ,1,3,4,6,8, , , ,1, ,1, ,3, ,4, ,2,1,2,1,2,1,2,1,2,4,3,1,4,1,2,1,2,2,2,2,1,2,3,3,2,3,1,1,8,11, ,7,3,0,4,6,1,4,8,9, , , ,3, , ,4, ,2, ,3,1, , , , , , , ,2004,2,200,1,1,8,7,1,11,.950856200465643
733,8,8,51,1,6,1,3, , , , , , ,1,3,6, , , , , , ,1, ,1,3,6, , , , , , ,1, ,2, , , , , , , , , , , , , , , , , , , ,90, , , , , , , , , , , , , , , , , , , , , , , , , , ,5,25,6,2,26,7,8,13,4,2,5,1, ,1, ,601, ,1, ,3, , , , ,1,3, , , , , ,1, ,3, , , , , , , , , ,1,2,5,6,11, , , , , ,1,2,3,7,9, , , , ,1, ,90, , , , , ,1, ,2,3,4, , , , ,90, , , , , , ,1,2, , , ,90, , , , , , , , , ,1, , , ,1,1,1,5,4,18,25,27,23,7, ,5,7,18,23,25,27, , , ,2, , , , , , , , , , , , , , , , , , , , , ,3, , ,1,3,4,5,6,8,10,12,1, ,1, ,8, ,3, ,2,1,2,2,1,2,2,2,2,4,4,2,2,2,1,2,2,1,2,2,2,1,4,4,2,2,2,1,5,3, ,6,5,1,4,8,1,6,4, , , , ,3, , ,4, ,3, ,3, , , , , , , , ,2005,5,200,1,2,5,6,1,3,.448822376845436
735,8,8,72,2,3,1,5,6, , , , , ,1,3,5,6, , , , , ,6, ,3,1,5,6, , , , , ,3, ,2, , , , , , , , , , , , , , , , , , , ,90, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,7,5,6,2,3,13,8,5,2,3,1, ,1, ,601, ,3, ,3, , , , ,1,2,3, , , , ,1, ,3, , , , , , , , , ,1,1,2,6,9, , , , , ,1,2,3,9, , , , , ,1, ,90, , , , , ,3, ,2,3,4, , , , ,90, , , , , , ,1,2, , , ,90, , , , , , , , , ,2, , , ,1,1,4,25,5,18,27,23,6,24, ,5,6,18,23,25, , , , ,1,10, , , , , , , , ,7, , , , , , , , ,5000,1, , , ,2,1,3,4,6,8,10, , ,1, ,1, ,6, ,8, ,1,2,1,2,2,2,2,1,1,1,4,2,1,2,1,2,2,2,2,2,2,2,4,4,2,2,2,1,7,18, ,5,5,1,4,8,1,4,5,6, , , ,3, , ,4,1,3, ,2, , , , , , , , ,2005,2,200,2,2,7,5,1,18,.339759905453859
